breach_type,data_exposed,records_affected,compensation_amount,case_type,jurisdiction,time_since_breach,user_impact_level,documents_available,proof_strength,prior_claims,location_match,severity_score,deadline_remaining_days,legal_complexity_score,similarity_to_past_cases,eligibility_label,success_probability
tech,credit_card,422280,9275,breach,EU,1,low,4,low,0,1,52.0,127,3,0.15,0,0.0
retail,email,7749670,8808,lawsuit,US,286,low,4,medium,0,1,58.0,111,3,0.13,0,0.0
retail,password,5996134,6091,lawsuit,EU,179,medium,4,high,0,1,49.0,155,8,0.41,0,0.0
healthcare,SSN,5799946,7837,lawsuit,India,271,medium,0,high,1,1,78.0,123,3,0.41,1,0.3536
healthcare,SSN,8890782,4469,lawsuit,EU,344,low,3,high,0,1,94.0,44,5,0.79,1,0.8375
finance,credit_card,8452115,3346,settement,EU,318,high,4,medium,1,1,92.0,29,4,0.2,2,0.4667
tech,email,2519970,5278,breach,India,286,medium,1,medium,0,1,32.0,118,3,0.48,0,0.0
finance,email,9954821,9023,lawsuit,EU,153,high,0,medium,0,1,69.0,68,9,0.88,1,0.7494
finance,credit_card,3888008,3971,breach,US,56,medium,1,low,0,0,69.0,141,10,0.21,2,0.366
finance,credit_card,6072845,2201,breach,India,235,medium,0,low,0,1,80.0,136,1,0.29,1,0.4222
retail,email,7737484,5969,lawsuit,India,354,medium,4,medium,0,1,58.0,45,4,0.54,0,0.0
retail,SSN,8698057,9888,settement,India,127,medium,3,medium,1,1,93.0,77,3,0.55,2,0.631
retail,SSN,3029631,604,breach,India,249,high,2,high,1,1,65.0,135,8,0.53,2,0.3857
tech,password,3458550,1389,settement,US,92,high,1,low,0,1,37.0,0,9,0.95,0,0.0
finance,credit_card,7440103,7089,settement,US,103,medium,3,high,0,0,87.0,80,8,0.57,2,0.6571
retail,credit_card,8326032,727,settement,EU,43,high,5,high,0,1,91.0,85,3,0.02,2,0.6922
retail,password,1521982,9859,breach,India,49,high,1,low,1,1,27.0,179,7,0.88,1,0.4725
tech,credit_card,2571466,324,settement,US,279,high,4,medium,0,1,62.0,60,1,0.65,2,0.703
tech,credit_card,5082820,2562,settement,US,45,high,4,high,0,0,75.0,138,6,0.16,2,0.7253
healthcare,credit_card,7915520,8660,lawsuit,India,12,high,2,high,0,1,89.0,26,9,0.6,2,0.4642
finance,credit_card,8495630,5547,breach,US,125,low,5,low,0,1,92.0,30,3,0.29,2,0.5512
healthcare,SSN,6842300,6139,settement,India,340,medium,5,low,0,1,84.0,66,5,0.14,1,0.4497
healthcare,SSN,563621,4585,settement,EU,31,low,5,medium,0,1,52.0,112,1,0.61,0,0.0
finance,SSN,1501948,4505,settement,EU,285,high,1,medium,0,1,57.0,87,3,0.59,1,0.6024
tech,SSN,2734460,3508,lawsuit,India,121,high,0,low,1,0,63.0,124,9,0.23,2,0.1967
retail,email,9469532,8911,settement,EU,278,low,2,low,0,1,67.0,25,4,0.03,0,0.0
retail,SSN,3618556,8536,settement,US,137,low,0,high,0,1,68.0,27,4,0.34,2,0.4926
finance,SSN,5539917,1522,lawsuit,US,257,low,0,low,0,1,77.0,145,1,0.91,1,0.6142
retail,credit_card,3176684,5037,settement,EU,237,high,0,high,0,1,65.0,89,7,0.78,2,0.5751
finance,SSN,1983243,9268,settement,US,59,medium,1,low,0,0,59.0,156,9,0.71,0,0.0
retail,SSN,5319331,144,breach,US,110,medium,5,high,1,0,76.0,178,3,0.51,2,0.6697
healthcare,SSN,7973368,4082,settement,India,279,high,0,high,0,0,89.0,23,9,0.21,2,0.3527
finance,SSN,8278983,1112,lawsuit,EU,8,low,5,high,0,0,91.0,135,1,0.48,2,0.7014
retail,password,7323153,303,breach,EU,83,medium,2,low,0,1,56.0,47,10,0.4,0,0.0
retail,email,2909056,817,settement,India,246,medium,1,medium,0,0,34.0,56,8,0.51,0,0.0
healthcare,SSN,6195224,4419,breach,India,168,medium,5,high,0,1,80.0,49,5,0.29,2,0.7987
finance,credit_card,234782,3954,settement,India,323,low,2,medium,0,1,51.0,124,8,0.36,0,0.0
retail,credit_card,8096213,1545,lawsuit,India,288,low,4,medium,0,0,90.0,169,6,0.14,1,0.5274
retail,email,8548900,3858,lawsuit,EU,315,high,2,medium,0,1,62.0,65,10,0.4,1,0.6113
finance,SSN,7069132,2205,lawsuit,EU,277,high,5,medium,1,0,85.0,63,7,0.96,2,0.4753
finance,SSN,2902717,715,lawsuit,India,240,medium,0,high,0,1,64.0,9,7,0.72,1,0.5574
retail,SSN,3999422,798,lawsuit,India,73,low,3,low,0,0,69.0,140,7,0.11,2,0.3299
retail,credit_card,96028,7531,breach,US,153,high,2,medium,1,1,50.0,47,6,0.71,1,0.6226
tech,SSN,4116362,9391,breach,US,146,medium,0,high,0,0,70.0,0,1,0.98,0,0.0
retail,password,3642771,4987,breach,EU,347,low,4,low,0,1,38.0,60,1,0.15,0,0.0
tech,email,4976045,5950,lawsuit,US,192,medium,4,high,0,1,44.0,157,6,0.93,0,0.0
retail,email,6653346,7382,lawsuit,US,204,high,0,low,1,1,53.0,137,1,0.3,1,0.4303
finance,SSN,3224522,7710,lawsuit,US,161,medium,5,high,0,0,66.0,99,4,0.04,2,0.4951
finance,credit_card,1712672,2779,breach,India,226,low,2,high,0,0,58.0,147,3,0.74,0,0.0
tech,credit_card,8458411,7217,settement,EU,162,high,3,medium,1,1,92.0,24,7,0.92,2,0.6203
finance,email,1540600,2441,breach,EU,278,high,5,low,0,0,27.0,128,7,0.89,1,0.5301
tech,SSN,6036218,2478,breach,US,16,high,2,low,1,1,80.0,152,8,0.16,2,0.2965
healthcare,SSN,7134131,5795,settement,EU,46,medium,5,medium,0,1,85.0,72,3,0.41,2,0.6771
retail,password,7347562,4600,settement,EU,159,low,5,high,0,0,56.0,144,4,0.26,0,0.0
healthcare,SSN,6608912,2796,settement,EU,271,high,0,low,0,1,83.0,118,5,0.87,2,0.6318
healthcare,password,5684797,295,settement,US,93,medium,4,high,0,1,48.0,51,5,0.69,0,0.0
tech,SSN,6700744,1108,settement,India,277,medium,1,high,1,1,83.0,90,8,0.06,1,0.3403
retail,credit_card,7304693,2873,settement,EU,276,medium,4,high,1,1,86.0,80,7,0.65,1,0.754
tech,email,1125905,3280,lawsuit,EU,101,medium,2,high,0,1,25.0,151,7,0.46,0,0.0
finance,email,5662064,1194,lawsuit,US,131,medium,0,low,1,0,48.0,136,9,0.35,0,0.0
healthcare,SSN,7588676,4995,lawsuit,India,291,high,4,high,1,1,87.0,159,8,0.47,2,0.7097
healthcare,SSN,7773580,5148,settement,EU,191,medium,1,medium,1,0,88.0,111,1,0.24,1,0.4124
tech,password,2121539,3358,breach,India,276,high,2,medium,0,1,30.0,95,5,0.15,1,0.4856
finance,SSN,4203271,6971,breach,EU,326,high,0,low,0,1,71.0,40,6,0.77,2,0.5285
retail,SSN,3202078,4686,settement,US,116,medium,2,low,0,1,66.0,32,9,0.7,2,0.4954
tech,SSN,3290791,7631,settement,US,15,medium,3,high,0,1,66.0,155,4,0.62,2,0.8503
retail,email,9224644,9965,breach,EU,37,low,4,medium,0,1,66.0,87,8,0.92,0,0.0
healthcare,SSN,5498191,7394,settement,EU,273,medium,5,low,0,1,77.0,41,5,0.01,1,0.4297
retail,credit_card,1864236,6179,lawsuit,EU,123,low,2,medium,1,1,59.0,77,8,0.14,0,0.0
healthcare,password,5354912,6194,breach,EU,278,high,1,medium,0,1,46.0,15,7,0.73,1,0.6857
finance,email,4218733,6133,settement,EU,100,low,1,medium,0,1,41.0,89,1,0.7,0,0.0
retail,credit_card,8221038,1653,breach,India,345,high,3,medium,0,0,91.0,110,6,0.8,2,0.6066
finance,credit_card,7947155,1358,lawsuit,EU,61,low,5,high,0,0,89.0,179,4,0.22,2,0.6489
tech,credit_card,9393609,1136,settement,US,271,medium,1,medium,0,0,96.0,49,3,0.04,1,0.4789
finance,credit_card,5290283,4234,settement,US,266,high,1,medium,1,1,76.0,38,10,0.24,2,0.5186
healthcare,SSN,8662957,4272,breach,India,29,medium,4,medium,0,1,93.0,155,7,0.15,2,0.5346
healthcare,email,3711388,160,breach,EU,231,high,4,medium,0,1,38.0,101,5,0.65,1,0.6285
healthcare,SSN,4706815,7649,settement,EU,77,low,0,low,0,1,73.0,142,7,0.6,2,0.5119
tech,SSN,4213377,7461,settement,India,191,medium,5,medium,0,1,71.0,167,10,0.59,1,0.6329
healthcare,credit_card,5282091,5474,settement,US,45,medium,2,low,0,1,76.0,111,1,0.85,2,0.569
retail,credit_card,3134211,5555,lawsuit,India,311,low,5,medium,0,0,65.0,75,3,0.63,1,0.6591
tech,credit_card,3136812,8478,settement,EU,155,high,3,low,0,1,65.0,162,6,0.21,2,0.428
healthcare,password,3938270,8858,breach,India,90,medium,0,medium,0,1,39.0,18,3,0.7,0,0.0
tech,credit_card,1507145,6753,settement,India,284,low,1,low,0,1,57.0,178,10,0.35,0,0.0
finance,SSN,6311114,4986,settement,US,116,medium,0,high,0,1,81.0,41,1,0.23,2,0.4309
tech,email,5312499,6034,breach,EU,86,low,2,low,0,0,46.0,133,3,0.37,0,0.0
tech,credit_card,6923496,5658,settement,US,169,low,4,medium,0,1,84.0,142,2,0.24,2,0.5401
tech,credit_card,2346704,8532,lawsuit,EU,55,high,3,medium,0,0,61.0,22,3,0.92,2,0.627
healthcare,email,942768,7229,settement,India,343,high,2,medium,1,1,24.0,78,9,0.93,1,0.5588
finance,SSN,8988114,4069,settement,India,51,high,5,low,0,1,94.0,91,8,0.18,2,0.4715
tech,password,3178902,2530,settement,EU,56,medium,4,low,0,1,35.0,156,5,0.7,0,0.0
retail,email,1225744,6938,breach,US,206,high,3,low,0,1,26.0,29,6,0.61,1,0.5054
healthcare,password,4962828,1981,settement,EU,54,low,3,low,0,1,44.0,125,9,0.91,0,0.0
healthcare,SSN,745748,6408,settement,India,52,medium,0,low,0,1,53.0,76,10,0.1,0,0.0
tech,email,5680042,291,settement,India,152,medium,3,low,0,0,48.0,129,2,0.61,0,0.0
retail,SSN,7413620,3719,lawsuit,US,311,high,4,high,0,1,87.0,142,10,0.51,2,0.806
retail,password,1013384,3108,breach,US,222,high,1,high,0,1,25.0,130,7,0.65,1,0.6048
retail,email,5072915,6639,breach,India,164,low,3,medium,0,1,45.0,24,6,0.75,0,0.0
tech,SSN,7011131,7224,breach,EU,203,low,1,medium,0,1,85.0,58,8,0.63,1,0.681
finance,credit_card,3120612,1872,lawsuit,India,178,high,2,high,0,1,65.0,150,7,0.02,2,0.3743
healthcare,email,4100906,1360,settement,India,247,medium,5,high,1,0,40.0,49,1,0.62,0,0.0
tech,SSN,4139286,3105,breach,EU,289,medium,5,medium,0,1,70.0,88,1,0.12,1,0.5887
finance,credit_card,5784182,9356,lawsuit,India,16,medium,3,high,0,1,78.0,12,9,0.53,2,0.8521
healthcare,credit_card,2472378,2253,settement,India,88,medium,5,low,1,0,62.0,103,3,0.39,2,0.1826
healthcare,email,8794380,9567,breach,India,69,low,4,medium,0,1,63.0,122,3,0.21,0,0.0
tech,password,520165,2950,settement,EU,194,low,0,high,0,1,22.0,86,8,0.97,0,0.0
healthcare,SSN,3773763,2849,settement,EU,100,low,0,medium,0,0,68.0,6,8,0.53,2,0.4973
finance,email,8478276,6159,breach,US,71,high,4,medium,0,1,62.0,77,8,0.96,1,0.7773
retail,password,9889679,5139,breach,India,8,medium,3,high,0,1,69.0,92,10,0.69,0,0.0
retail,password,9845689,3506,lawsuit,EU,334,medium,0,low,0,1,69.0,163,10,0.55,0,0.0
finance,password,3901379,6955,lawsuit,US,91,low,3,high,1,0,39.0,12,4,0.7,0,0.0
healthcare,credit_card,3213883,7360,breach,US,182,low,2,low,0,0,66.0,167,9,0.12,1,0.3859
healthcare,credit_card,5554535,6937,settement,US,194,high,3,high,0,1,77.0,107,10,0.53,2,0.7886
finance,password,3747169,3418,lawsuit,EU,238,low,1,low,0,1,38.0,172,2,0.71,0,0.0
finance,password,9668788,1103,settement,EU,136,high,3,high,0,1,68.0,40,2,0.38,1,0.7541
retail,credit_card,7227585,8375,breach,EU,55,low,5,medium,0,1,86.0,145,4,0.66,2,0.6008
retail,credit_card,6120848,8445,lawsuit,India,104,medium,2,high,0,0,80.0,77,9,0.64,2,0.4654
tech,credit_card,5138997,8189,breach,US,98,high,4,high,0,0,75.0,34,7,0.94,2,0.8465
finance,SSN,2756063,4351,lawsuit,EU,94,low,3,high,1,0,63.0,110,1,0.86,2,0.6975
retail,email,3457653,4849,breach,US,275,low,5,high,0,1,37.0,176,3,0.01,0,0.0
healthcare,password,1028557,3604,breach,US,326,low,0,medium,1,1,25.0,66,2,0.93,0,0.0
finance,SSN,8416414,8352,settement,India,235,medium,2,low,0,1,92.0,169,7,0.23,1,0.5616
retail,SSN,517409,2430,breach,India,103,high,5,medium,0,1,52.0,63,1,0.61,1,0.6658
healthcare,SSN,6155512,2446,settement,EU,176,low,3,low,0,1,80.0,111,10,0.93,2,0.5671
tech,credit_card,2964944,4666,breach,US,152,low,1,low,0,0,64.0,11,4,0.08,2,0.3474
tech,SSN,8938492,8648,breach,EU,212,low,5,medium,0,0,94.0,25,3,0.28,1,0.4962
finance,credit_card,3244087,3377,lawsuit,India,42,low,2,low,0,1,66.0,87,2,0.91,2,0.6269
finance,SSN,5753613,9883,breach,US,14,low,0,low,1,1,78.0,175,1,0.84,2,0.47
finance,password,1527534,2681,lawsuit,India,290,medium,4,high,0,1,27.0,129,7,0.65,0,0.0
tech,SSN,274146,5966,settement,US,202,high,2,high,0,1,51.0,1,5,0.78,1,0.4493
retail,email,1616777,2863,settement,US,321,medium,0,low,0,0,28.0,139,9,0.95,0,0.0
finance,SSN,9911074,9865,settement,US,106,high,0,high,0,1,99.0,28,8,0.61,2,0.5541
finance,SSN,5548094,876,breach,EU,65,low,4,low,0,1,77.0,150,5,0.78,2,0.6264
finance,password,8812940,5974,settement,US,61,medium,3,low,0,1,64.0,164,2,0.18,0,0.0
finance,SSN,5496671,4470,lawsuit,EU,236,medium,0,low,1,1,77.0,95,2,0.6,1,0.4174
finance,SSN,5038285,8220,breach,EU,31,medium,5,medium,0,0,75.0,146,6,0.58,2,0.534
retail,SSN,2616804,4638,breach,India,166,low,5,medium,0,0,63.0,56,4,0.92,2,0.6389
retail,credit_card,9312768,2330,settement,US,241,low,2,low,0,0,96.0,18,7,0.79,1,0.4569
finance,SSN,6763126,4277,breach,US,178,medium,4,high,0,1,83.0,65,8,0.98,2,0.882
finance,credit_card,8222252,9112,settement,EU,332,high,1,high,0,1,91.0,153,7,0.38,2,0.4593
tech,password,4890084,9207,breach,EU,317,high,4,medium,0,1,44.0,164,5,0.61,1,0.6037
healthcare,password,659003,2707,settement,US,187,low,2,medium,0,1,23.0,158,3,0.03,0,0.0
healthcare,SSN,9255791,8124,lawsuit,US,266,high,1,low,1,1,96.0,120,7,0.43,2,0.3591
retail,credit_card,4080441,3658,settement,US,340,low,0,low,0,1,70.0,77,1,0.6,1,0.4295
tech,email,910245,9180,breach,India,245,high,2,low,0,1,24.0,167,5,0.5,1,0.523
finance,SSN,8658768,6365,settement,US,9,low,3,low,0,1,93.0,19,10,0.23,2,0.3603
healthcare,email,3297903,3340,lawsuit,US,355,medium,4,medium,0,1,36.0,14,1,0.79,0,0.0
tech,email,3438172,5888,breach,India,304,high,2,high,0,1,37.0,62,6,0.11,1,0.498
healthcare,email,6337356,8401,breach,EU,184,low,1,high,0,1,51.0,153,2,0.18,0,0.0
tech,password,1887963,8530,lawsuit,EU,271,high,0,low,0,1,29.0,21,1,0.32,1,0.4723
tech,credit_card,7332006,1017,breach,EU,238,medium,4,medium,0,0,86.0,143,7,0.47,1,0.5437
tech,SSN,3309505,5692,lawsuit,India,188,medium,1,low,1,1,66.0,106,4,0.41,1,0.3367
retail,password,9602869,5097,settement,EU,283,medium,4,high,0,1,68.0,14,10,0.77,0,0.0
retail,credit_card,8325454,212,settement,India,118,high,5,medium,0,1,91.0,125,10,0.01,2,0.6227
tech,password,7546189,6004,settement,US,297,high,1,medium,0,1,57.0,37,7,0.0,1,0.507
tech,credit_card,9138344,1790,breach,EU,60,medium,2,medium,0,0,95.0,11,10,0.12,2,0.4353
finance,credit_card,2087213,7966,breach,India,246,low,4,medium,0,1,60.0,20,10,0.98,0,0.0
healthcare,credit_card,8678828,8679,lawsuit,US,340,high,5,high,1,1,93.0,86,4,0.54,2,0.6745
finance,SSN,7847613,6149,breach,India,20,medium,2,low,0,1,89.0,31,10,0.27,2,0.5159
retail,email,4658851,6581,breach,India,263,high,4,low,1,1,43.0,45,2,0.72,1,0.4755
finance,email,2593536,9241,breach,US,363,low,4,high,0,0,32.0,74,1,0.38,0,0.0
retail,email,910711,8666,lawsuit,US,284,high,0,high,0,1,24.0,144,8,0.4,1,0.4649
tech,SSN,8211880,2900,lawsuit,US,274,low,5,low,0,1,91.0,37,10,0.43,1,0.398
tech,SSN,8292860,8084,settement,India,169,low,2,high,1,0,91.0,17,5,0.72,2,0.4113
tech,email,3875910,9789,breach,US,226,high,2,medium,0,0,39.0,106,1,0.15,1,0.4141
finance,password,5218092,9548,breach,EU,85,medium,1,high,1,1,46.0,30,1,0.39,0,0.0
finance,SSN,1686996,6041,settement,India,223,low,2,high,0,1,58.0,98,8,0.53,0,0.0
tech,password,6914283,4790,lawsuit,US,206,high,4,high,0,1,54.0,49,4,0.86,1,0.9876
healthcare,credit_card,6840789,4768,settement,India,330,high,5,low,0,0,84.0,160,8,0.57,2,0.4255
finance,credit_card,2950281,5620,lawsuit,India,270,medium,0,low,1,1,64.0,25,6,0.18,1,0.2655
healthcare,SSN,4953075,1761,lawsuit,EU,211,low,3,high,0,1,74.0,141,7,0.03,1,0.654
finance,SSN,9069055,8407,breach,EU,88,medium,4,high,1,1,95.0,105,3,0.5,2,0.5893
finance,password,8875365,1352,lawsuit,EU,165,low,3,low,1,1,64.0,164,7,0.88,0,0.0
tech,password,8752063,6424,breach,EU,94,low,3,high,0,0,63.0,51,3,0.86,0,0.0
healthcare,email,6311208,7314,settement,US,107,high,3,low,0,0,51.0,91,3,0.09,1,0.2736
finance,SSN,125932,2009,breach,US,128,medium,2,medium,0,1,50.0,63,4,0.09,0,0.0
retail,SSN,2339377,3071,breach,US,271,high,1,high,1,1,61.0,160,10,0.06,2,0.3098
tech,SSN,2879117,3589,settement,US,86,medium,1,low,0,0,64.0,37,7,0.53,2,0.4424
finance,credit_card,7029722,916,breach,US,300,low,4,medium,0,1,85.0,142,6,0.8,1,0.6326
retail,email,9242354,8072,lawsuit,EU,52,medium,3,high,1,1,66.0,45,6,0.35,0,0.0
finance,SSN,4265423,1437,settement,US,302,low,1,high,1,1,71.0,72,8,0.86,1,0.4364
retail,email,4610688,4001,lawsuit,US,49,high,5,low,0,1,43.0,97,6,0.54,1,0.487
healthcare,credit_card,2789363,3706,breach,EU,128,high,1,medium,0,1,63.0,94,5,0.7,2,0.6537
tech,SSN,5505381,6744,lawsuit,India,359,high,2,low,0,1,77.0,143,2,0.84,2,0.5132
healthcare,SSN,2892005,2880,settement,US,228,high,4,high,0,0,64.0,98,4,0.1,2,0.6379
retail,email,3111691,1316,lawsuit,India,49,medium,4,medium,0,1,35.0,25,4,0.83,0,0.0
finance,credit_card,6350449,9508,lawsuit,US,241,medium,5,medium,0,1,81.0,137,7,0.05,1,0.6155
healthcare,SSN,5018650,9088,settement,US,216,low,1,medium,1,1,75.0,133,9,0.02,1,0.4492
retail,password,9377079,9161,lawsuit,EU,205,medium,3,medium,1,1,66.0,127,7,0.19,0,0.0
tech,SSN,3266962,9024,lawsuit,EU,169,low,4,low,1,1,66.0,165,5,0.64,2,0.4122
retail,credit_card,8502598,5219,lawsuit,EU,190,medium,3,medium,1,0,92.0,105,3,0.6,1,0.4395
tech,credit_card,4205955,3516,lawsuit,EU,146,low,5,medium,0,0,71.0,41,8,0.65,2,0.5358
retail,email,8504967,9023,breach,EU,39,high,3,medium,1,1,62.0,81,7,0.3,1,0.4959
retail,email,8840765,4844,settement,US,141,high,2,low,0,0,64.0,55,6,0.67,1,0.4695
tech,SSN,7243447,5977,breach,India,310,low,5,high,0,1,86.0,88,7,0.2,1,0.6936
retail,email,6343057,6576,settement,EU,162,high,2,low,0,1,51.0,66,4,0.04,1,0.3737
finance,SSN,6424959,9679,lawsuit,India,210,high,1,low,0,1,82.0,68,6,0.14,2,0.4505
finance,password,7436697,1091,breach,EU,113,low,1,high,0,0,57.0,129,9,0.26,0,0.0
healthcare,password,6170912,6436,breach,India,340,low,0,medium,0,0,50.0,177,6,0.25,0,0.0
retail,email,464001,2889,breach,India,191,high,0,low,0,1,22.0,175,8,0.13,1,0.4737
healthcare,credit_card,6012493,3975,breach,India,12,medium,1,medium,0,1,80.0,174,3,0.85,2,0.7488
retail,password,4071028,944,breach,EU,351,low,2,high,0,1,40.0,135,4,0.66,0,0.0
finance,credit_card,6035207,2808,lawsuit,US,271,medium,3,medium,1,1,80.0,118,8,0.01,1,0.4265
healthcare,email,6723090,6687,lawsuit,EU,152,low,3,low,1,1,53.0,95,8,0.06,0,0.0
healthcare,email,7965443,3457,settement,US,77,high,3,high,0,1,59.0,34,4,0.42,1,0.8037
finance,password,1723907,2153,lawsuit,US,84,low,3,medium,0,0,28.0,63,3,0.62,0,0.0
retail,password,5859338,7687,lawsuit,India,188,high,2,high,0,1,49.0,12,3,0.89,1,0.5424
tech,credit_card,7018403,3707,breach,US,302,medium,1,high,0,1,85.0,68,1,0.9,1,0.557
tech,credit_card,3899606,3764,lawsuit,US,48,medium,2,low,0,1,69.0,72,8,0.69,2,0.488
healthcare,SSN,6390308,9377,settement,US,212,high,5,low,0,1,81.0,40,10,0.14,2,0.4828
retail,credit_card,9025327,3883,settement,US,338,low,2,medium,0,1,95.0,24,5,0.91,1,0.6937
tech,SSN,8469865,6818,settement,US,353,medium,0,low,0,0,92.0,45,7,0.66,1,0.4567
finance,SSN,4820075,7124,lawsuit,India,292,high,2,medium,1,1,74.0,38,10,0.31,2,0.5734
tech,password,7947232,5726,breach,India,318,medium,0,medium,0,1,59.0,62,9,0.57,0,0.0
tech,credit_card,5229566,3172,breach,US,105,low,1,medium,0,1,76.0,14,6,0.18,2,0.6018
healthcare,email,5313399,5794,lawsuit,US,152,high,3,high,1,0,46.0,144,10,0.51,1,0.6724
retail,email,3326315,5931,settement,US,48,medium,2,medium,0,1,36.0,143,9,0.41,0,0.0
finance,email,752518,171,breach,US,138,high,4,medium,1,0,23.0,76,1,0.4,1,0.4348
finance,credit_card,7712634,4857,settement,US,31,medium,3,high,0,0,88.0,36,2,0.89,2,0.8128
tech,SSN,8527086,4168,lawsuit,US,93,low,2,low,0,0,92.0,167,9,0.25,2,0.3221
tech,password,3414654,3822,breach,India,90,medium,1,low,0,0,37.0,53,3,0.36,0,0.0
retail,SSN,4313717,8812,settement,EU,279,medium,2,medium,0,1,71.0,125,6,0.54,1,0.7208
tech,SSN,3869452,7072,settement,India,152,high,0,high,0,1,69.0,137,4,0.73,2,0.4348
tech,SSN,8657691,2681,settement,EU,10,medium,3,medium,0,0,93.0,8,9,0.28,2,0.4736
tech,password,7366624,3256,lawsuit,US,137,high,2,medium,0,1,56.0,171,1,0.77,1,0.6787
retail,credit_card,5911184,7716,lawsuit,EU,334,high,4,high,1,1,79.0,89,7,0.24,2,0.6242
retail,SSN,9350220,8260,lawsuit,EU,106,low,1,medium,0,0,96.0,45,10,0.08,2,0.4091
tech,SSN,7823636,6179,lawsuit,US,323,high,5,medium,0,0,89.0,87,7,0.95,2,0.6337
retail,email,2320124,3949,lawsuit,India,206,high,3,low,0,1,31.0,50,6,0.97,1,0.5966
finance,password,3595804,224,settement,US,301,high,5,high,0,1,37.0,112,10,0.34,1,0.7327
finance,SSN,3499408,7839,settement,India,23,low,1,low,1,0,67.0,45,1,0.7,2,0.4028
finance,credit_card,3879450,9321,lawsuit,EU,338,medium,3,low,1,1,69.0,8,6,0.25,1,0.3393
retail,SSN,4992536,589,breach,US,213,low,4,high,0,1,74.0,154,3,0.29,1,0.6889
healthcare,email,8103873,3621,breach,India,18,low,5,low,0,0,60.0,33,5,0.36,0,0.0
tech,SSN,5357430,9872,breach,EU,324,high,5,medium,0,1,76.0,94,7,0.14,2,0.6232
retail,email,6474507,2526,settement,India,57,high,2,high,0,0,52.0,88,8,0.7,1,0.4847
finance,SSN,6050850,5466,lawsuit,US,343,low,5,low,0,0,80.0,99,5,0.41,1,0.3498
retail,SSN,6169563,7186,breach,India,344,high,5,medium,1,0,80.0,32,5,0.81,2,0.4565
tech,SSN,7314834,5358,settement,India,216,high,1,medium,0,0,86.0,47,1,0.34,2,0.4746
tech,password,1163189,2087,settement,US,330,low,3,medium,0,1,25.0,4,4,0.58,0,0.0
healthcare,email,9441815,2295,lawsuit,EU,147,low,2,high,1,1,67.0,47,7,0.77,0,0.0
tech,password,8091736,3658,settement,India,362,low,1,medium,1,1,60.0,177,8,0.04,0,0.0
finance,credit_card,4903059,1948,lawsuit,US,111,medium,0,low,0,1,74.0,65,9,0.38,2,0.4756
retail,password,3100555,5159,settement,India,58,low,1,medium,0,1,35.0,140,9,0.94,0,0.0
tech,SSN,1584246,9298,settement,US,281,high,4,low,0,0,57.0,2,10,0.87,1,0.5827
tech,password,5538803,9838,lawsuit,EU,185,low,2,low,0,1,47.0,110,6,0.49,0,0.0
finance,credit_card,4476156,3745,settement,US,323,low,5,low,0,1,72.0,40,6,0.62,1,0.5239
healthcare,SSN,3342861,8563,lawsuit,EU,214,medium,0,low,0,1,66.0,114,7,0.33,1,0.4873
finance,SSN,193512,7679,breach,US,106,high,2,low,0,0,50.0,151,2,0.9,1,0.5141
finance,password,5935261,1148,lawsuit,US,190,high,4,high,0,0,49.0,58,3,0.37,1,0.6426
healthcare,password,6922983,1547,breach,US,152,high,3,high,0,1,54.0,150,1,0.52,1,0.798
finance,email,5495339,9271,breach,EU,219,low,1,low,0,1,47.0,83,3,0.37,0,0.0
finance,SSN,789443,1604,settement,US,287,low,1,low,0,0,53.0,42,6,0.35,0,0.0
retail,email,5371807,5006,settement,EU,125,high,0,low,0,1,46.0,40,4,0.7,1,0.5939
healthcare,password,1035586,6427,settement,EU,298,high,1,medium,0,0,25.0,138,8,0.06,1,0.5086
tech,email,7900284,2524,settement,US,199,medium,1,medium,0,1,59.0,98,5,0.95,0,0.0
tech,SSN,3294705,4264,settement,US,139,medium,4,medium,0,1,66.0,55,9,0.17,2,0.6929
healthcare,email,5084801,8285,settement,EU,242,medium,3,medium,0,1,45.0,106,1,0.93,0,0.0
healthcare,credit_card,4810109,7465,settement,India,75,high,2,low,1,0,74.0,85,4,0.56,2,0.2455
finance,credit_card,2678747,5147,settement,India,23,high,5,low,0,1,63.0,47,9,0.82,2,0.5077
healthcare,SSN,209944,3443,breach,India,363,low,4,low,0,1,51.0,16,1,0.99,0,0.0
healthcare,password,1231746,7379,breach,EU,306,high,5,high,1,1,26.0,5,3,0.07,1,0.7108
healthcare,credit_card,76388,6789,breach,EU,231,low,4,low,0,1,50.0,111,3,0.71,0,0.0
retail,credit_card,5446315,6519,lawsuit,US,51,medium,3,high,0,1,77.0,48,3,0.18,2,0.7281
healthcare,credit_card,738954,1709,lawsuit,EU,249,high,2,high,0,0,53.0,61,10,0.48,1,0.3261
tech,SSN,4836451,5718,breach,India,64,medium,5,low,0,1,74.0,167,6,0.18,2,0.508
healthcare,email,763371,6643,lawsuit,US,76,medium,3,high,0,1,23.0,49,6,0.75,0,0.0
retail,credit_card,2711527,3291,settement,EU,15,medium,1,medium,0,0,63.0,104,3,0.87,2,0.6456
healthcare,credit_card,1047161,1856,breach,US,194,medium,0,high,0,1,55.0,173,5,0.43,0,0.0
retail,email,5440433,2865,breach,India,202,medium,1,low,0,1,47.0,50,10,0.4,0,0.0
