breach_type,data_exposed,records_affected,jurisdiction,user_impact_level,documents_available,proof_strength,past_case_similarity_score,legal_complexity_score,success_probability
healthcare,SSN,15736,India,high,6,medium,0.45357280961517477,0.3268932630556065,0.8329052211681445
tech,full name,8568,India,low,6,medium,0.038049178310090914,0.010798392389511968,0.5198271359324304
healthcare,password,420,EU,high,1,high,0.7286370223168991,0.7010112670950407,0.7529572114262838
tech,password,98304,Global,high,6,medium,0.5280680809320789,0.11326975306468579,0.6928628751295131
healthcare,SSN,2577,Global,low,0,low,0.20208093608652078,0.7728805774635181,0.3474095327096249
tech,email,35542,Global,medium,4,high,0.11007376018105719,0.4918678219172068,0.6324383121654025
healthcare,credit card,1394665,Global,high,8,low,0.3833878636319985,0.7842798149545691,0.8312230597807421
retail,email,3502,US,low,6,low,0.8371619641950256,0.5839265391977413,0.3770838286631226
finance,full name,139,US,high,6,low,0.8652945592010245,0.08243327201899076,0.7609955870191298
healthcare,password,12431,Global,medium,1,high,0.6028463803956364,0.7656523367051831,0.674779508702461
tech,SSN,199171,EU,low,7,medium,0.7275364272301427,0.06979948489474974,0.7200625637116622
retail,SSN,1106480,US,low,2,low,0.11515578740287036,0.47870172056933225,0.47283655148388587
healthcare,credit card,1883,India,low,7,low,0.5881260654678548,0.1723492141449633,0.638661590222661
healthcare,email,59480,US,medium,2,low,0.6669657034871818,0.752335177977885,0.4247581891091845
retail,credit card,8685,India,high,9,medium,0.2007128429137922,0.9115912278061266,0.8839984401625861
healthcare,password,17820,Global,low,6,medium,0.8801547329102589,0.5541261633582742,0.6453986373914001
finance,credit card,4363070,US,high,1,high,0.19499673752101976,0.5271472942991805,0.8556456920394985
healthcare,SSN,1090,EU,high,3,medium,0.3134773598464504,0.7639631963256179,0.7868857103713858
finance,SSN,36588,US,medium,5,high,0.6205568470234586,0.005078812975727209,0.8448929299975373
finance,full name,56127,US,low,8,high,0.6383500651307308,0.9177586426351607,0.6713055554712164
retail,full name,193217,US,high,4,high,0.6993847409873672,0.1974488170911317,0.8147735813168755
healthcare,password,26794,Global,low,8,high,0.11201171306820568,0.9841188838262372,0.7193255355163943
retail,email,40786,EU,low,4,high,0.8494644299285553,0.7362539479604622,0.6979843904807176
healthcare,credit card,10063,US,medium,9,low,0.5328471322832599,0.774251147700671,0.6807813365126223
healthcare,password,37731,EU,low,7,medium,0.47132179410506836,0.6562029803736066,0.5765724814258872
tech,full name,11087,Global,low,0,low,0.9810976245135096,0.4716631827851603,0.3476773764289359
healthcare,credit card,76354,India,high,6,high,0.7403782969410198,0.5716276933611655,1.0
retail,full name,10517,US,medium,3,medium,0.11800602661937487,0.046402886015125655,0.5644713406556525
finance,credit card,46826,EU,low,4,low,0.7565391672262407,0.6239595094320143,0.5104851464479082
healthcare,email,20774,EU,high,5,low,0.09524893397286949,0.6260981019870467,0.5533539505448797
tech,password,209420,Global,medium,4,high,0.027470562512984853,0.8912007974018095,0.6729601396122529
retail,credit card,19874,US,medium,0,low,0.4036258952698971,0.5056563574302194,0.48580300217830424
healthcare,SSN,635,India,high,8,low,0.9935781728192187,0.07714437408606101,0.886061212874715
retail,SSN,274812,EU,high,1,low,0.17488393619486264,0.3061959204820812,0.6357560855902888
tech,credit card,3599,US,high,8,low,0.67264434352679,0.6556294121143175,0.7713165426177022
tech,credit card,5957,India,high,9,low,0.17339606620611936,0.2392588627514639,0.7423288808330681
retail,credit card,6692,EU,high,1,high,0.7247869749583861,0.2805278218554009,0.8681100208348238
healthcare,SSN,344164,EU,low,8,high,0.5053536682378261,0.8204690163608535,0.9199616551292933
finance,SSN,307,India,low,5,low,0.6799717100893763,0.584319731762709,0.6806716974972297
tech,credit card,11704653,India,medium,8,high,0.2028731759142346,0.5085274317735725,0.897106248834578
healthcare,full name,182064,Global,low,5,high,0.745628332520502,0.31845196680580434,0.666208070974206
healthcare,full name,34422,US,low,5,medium,0.9956190596227067,0.7309280359330333,0.6416776475221372
finance,email,19736,US,low,1,low,0.6656505006259598,0.2877184344900293,0.26120449610110985
tech,password,38991,Global,high,7,high,0.4934799980728777,0.7370635176441752,0.9425934161864117
tech,full name,62457,EU,medium,2,high,0.9231739886192648,0.070101480267442,0.7012739357088159
healthcare,SSN,80051,India,medium,6,low,0.0158518422318763,0.8645413415820836,0.5443981990756896
healthcare,full name,66917,India,medium,4,medium,0.7299235192858211,0.4995664633759328,0.5779706729099975
finance,email,26348,India,medium,2,low,0.8887465168138129,0.43850801669897,0.4319819483188418
finance,email,14843,EU,low,0,medium,0.06167458362095746,0.6110234115419245,0.417314886101638
tech,password,16276,India,low,7,low,0.4500641704157582,0.6241920728962704,0.4003796871221269
retail,full name,14915,India,high,2,low,0.2047194539499989,0.13203517688999555,0.45376691532960167
tech,SSN,212679,Global,medium,1,low,0.5665181655878301,0.7562335898162132,0.547208027897913
healthcare,SSN,72194,EU,low,0,low,0.6495429586036605,0.2759282979500629,0.3315160480573156
tech,credit card,61,US,low,3,medium,0.302623182928755,0.904961880169914,0.6351899823457579
retail,SSN,81781,Global,high,7,medium,0.45998166967810084,0.8178506634148325,0.8688111626628552
finance,password,32515,Global,high,2,high,0.2793394852765595,0.3462660415347485,0.7662931590007452
retail,password,21217,US,high,0,low,0.3693911644551138,0.8077392932007145,0.3965002123336417
retail,SSN,10127,Global,low,3,medium,0.15953995668842358,0.3563904992999042,0.5588515386581016
retail,SSN,208610,EU,low,8,medium,0.8855594435856314,0.10094768163604062,0.8021957755851529
finance,credit card,146539,India,high,0,medium,0.010010410559136429,0.961888238725708,0.740700566530967
retail,SSN,4694,EU,medium,1,low,0.8824091864437885,0.65260201521544,0.5870539114472383
retail,credit card,49717,US,high,8,high,0.5716788783497385,0.4560995266625917,1.0
retail,credit card,3154,US,high,1,medium,0.3316578441770175,0.39777335153103965,0.7742558948885634
healthcare,SSN,1395,Global,high,2,low,0.7230571254603297,0.324705334258264,0.7014218069341162
retail,email,6289,EU,high,6,medium,0.5077521518626643,0.9814475954291293,0.8031770249886916
finance,email,123597,EU,low,2,medium,0.4991086581076065,0.1347472651309074,0.44019681330741295
retail,credit card,148189,US,medium,8,high,0.11014228291896644,0.3148050589205683,0.9437393757309338
retail,SSN,61461,EU,high,5,medium,0.3895160259454087,0.4854976402826635,0.8490420913354809
finance,email,93919,US,medium,2,medium,0.24106434585673664,0.4779995450543114,0.5886760977667423
retail,SSN,61843,EU,medium,8,low,0.015695905596279647,0.47136648440784346,0.6906917729990523
finance,SSN,6106,EU,medium,0,low,0.36009963078211327,0.17578381583038183,0.5950550133074468
retail,SSN,52252,EU,high,9,high,0.08982212942560475,0.14493252710950055,1.0
finance,full name,109187,US,low,2,low,0.2568300377251852,0.25476758632862007,0.33113798809989803
retail,SSN,99566,Global,high,0,low,0.09251662118309445,0.914526153802056,0.48122474771767926
retail,full name,237477,EU,medium,1,high,0.10094162555639885,0.11305296783451013,0.6371789996709261
healthcare,credit card,90817,US,medium,7,medium,0.19901129441518828,0.7574251033733248,0.878723930559732
healthcare,email,44484,US,low,6,high,0.9998492444864002,0.7575483931333713,0.8052209891180626
retail,email,187268,EU,high,1,low,0.002184142857248772,0.8097704038972623,0.4362417319027999
retail,email,20888,EU,medium,1,high,0.6386726361204053,0.8866154889893555,0.62677259480664
tech,email,3775,Global,low,8,medium,0.14124369802655734,0.26303617753893027,0.5096486310388247
